Notes,Year,Year Code,State,State Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,2004,2004,Tennessee,47,65-74 years,65-74,Male,M,49,182974,26.8
,2004,2004,Tennessee,47,75-84 years,75-84,Male,M,45,97292,46.3
,2004,2004,Tennessee,47,85+ years,85+,Male,M,13,23177,Unreliable
,2004,2004,Texas,48,5-14 years,14-May,Male,M,13,1728636,Unreliable
,2004,2004,Texas,48,15-24 years,15-24,Female,F,52,1667152,3.1
,2004,2004,Texas,48,15-24 years,15-24,Male,M,283,1782863,15.9
,2004,2004,Texas,48,25-34 years,25-34,Female,F,74,1615358,4.6
,2004,2004,Texas,48,25-34 years,25-34,Male,M,325,1647765,19.7
,2004,2004,Texas,48,35-44 years,35-44,Female,F,116,1660777,7
,2004,2004,Texas,48,35-44 years,35-44,Male,M,341,1665195,20.5
,2004,2004,Texas,48,45-54 years,45-54,Female,F,118,1511054,7.8
,2004,2004,Texas,48,45-54 years,45-54,Male,M,332,1478792,22.5
,2004,2004,Texas,48,55-64 years,55-64,Female,F,73,1018683,7.2
,2004,2004,Texas,48,55-64 years,55-64,Male,M,201,958360,21
,2004,2004,Texas,48,65-74 years,65-74,Female,F,33,652120,5.1
,2004,2004,Texas,48,65-74 years,65-74,Male,M,131,555185,23.6
,2004,2004,Texas,48,75-84 years,75-84,Female,F,23,448300,5.1
,2004,2004,Texas,48,75-84 years,75-84,Male,M,137,307504,44.6
,2004,2004,Texas,48,85+ years,85+,Male,M,39,74272,52.5
,2004,2004,Utah,49,15-24 years,15-24,Female,F,10,222858,Unreliable
,2004,2004,Utah,49,15-24 years,15-24,Male,M,51,226568,22.5
,2004,2004,Utah,49,25-34 years,25-34,Female,F,14,178937,Unreliable
,2004,2004,Utah,49,25-34 years,25-34,Male,M,72,188847,38.1
,2004,2004,Utah,49,35-44 years,35-44,Female,F,15,145985,Unreliable
,2004,2004,Utah,49,35-44 years,35-44,Male,M,57,150037,38
,2004,2004,Utah,49,45-54 years,45-54,Female,F,13,137200,Unreliable
,2004,2004,Utah,49,45-54 years,45-54,Male,M,61,136442,44.7
,2004,2004,Utah,49,55-64 years,55-64,Female,F,12,90443,Unreliable
,2004,2004,Utah,49,55-64 years,55-64,Male,M,30,87135,34.4
,2004,2004,Utah,49,65-74 years,65-74,Male,M,12,51872,Unreliable
,2004,2004,Utah,49,75-84 years,75-84,Male,M,16,31317,Unreliable
,2004,2004,Vermont,50,25-34 years,25-34,Male,M,16,34156,Unreliable
,2004,2004,Vermont,50,35-44 years,35-44,Male,M,12,45699,Unreliable
,2004,2004,Vermont,50,45-54 years,45-54,Male,M,16,49713,Unreliable
,2004,2004,Vermont,50,55-64 years,55-64,Male,M,14,35574,Unreliable
,2004,2004,Virginia,51,15-24 years,15-24,Female,F,13,516441,Unreliable
,2004,2004,Virginia,51,15-24 years,15-24,Male,M,84,546340,15.4
,2004,2004,Virginia,51,25-34 years,25-34,Female,F,26,508417,5.1
,2004,2004,Virginia,51,25-34 years,25-34,Male,M,91,507890,17.9
,2004,2004,Virginia,51,35-44 years,35-44,Female,F,53,598641,8.9
,2004,2004,Virginia,51,35-44 years,35-44,Male,M,133,577077,23
,2004,2004,Virginia,51,45-54 years,45-54,Female,F,45,564968,8
,2004,2004,Virginia,51,45-54 years,45-54,Male,M,131,537026,24.4
,2004,2004,Virginia,51,55-64 years,55-64,Female,F,21,403925,5.2
,2004,2004,Virginia,51,55-64 years,55-64,Male,M,83,378392,21.9
,2004,2004,Virginia,51,65-74 years,65-74,Male,M,56,209307,26.8
,2004,2004,Virginia,51,75-84 years,75-84,Male,M,54,115224,46.9
,2004,2004,Virginia,51,85+ years,85+,Male,M,20,27695,72.2
,2004,2004,Washington,53,15-24 years,15-24,Female,F,25,431138,5.8
,2004,2004,Washington,53,15-24 years,15-24,Male,M,81,454530,17.8
,2004,2004,Washington,53,25-34 years,25-34,Female,F,29,412378,7
,2004,2004,Washington,53,25-34 years,25-34,Male,M,81,423083,19.1
,2004,2004,Washington,53,35-44 years,35-44,Female,F,44,465463,9.5
,2004,2004,Washington,53,35-44 years,35-44,Male,M,149,470939,31.6
,2004,2004,Washington,53,45-54 years,45-54,Female,F,51,469647,10.9
,2004,2004,Washington,53,45-54 years,45-54,Male,M,131,462693,28.3
,2004,2004,Washington,53,55-64 years,55-64,Female,F,27,322235,8.4
,2004,2004,Washington,53,55-64 years,55-64,Male,M,69,314732,21.9
,2004,2004,Washington,53,65-74 years,65-74,Male,M,45,168605,26.7
,2004,2004,Washington,53,75-84 years,75-84,Male,M,60,103632,57.9
,2004,2004,Washington,53,85+ years,85+,Male,M,22,30515,72.1
,2004,2004,West Virginia,54,15-24 years,15-24,Male,M,32,124450,25.7
,2004,2004,West Virginia,54,25-34 years,25-34,Male,M,38,111713,34
,2004,2004,West Virginia,54,35-44 years,35-44,Female,F,13,126175,Unreliable
,2004,2004,West Virginia,54,35-44 years,35-44,Male,M,55,124346,44.2
,2004,2004,West Virginia,54,45-54 years,45-54,Female,F,12,142422,Unreliable
,2004,2004,West Virginia,54,45-54 years,45-54,Male,M,38,139697,27.2
,2004,2004,West Virginia,54,55-64 years,55-64,Male,M,31,106765,29
,2004,2004,West Virginia,54,65-74 years,65-74,Male,M,15,67898,Unreliable
,2004,2004,West Virginia,54,75-84 years,75-84,Male,M,21,40200,52.2
,2004,2004,Wisconsin,55,15-24 years,15-24,Female,F,15,395130,Unreliable
,2004,2004,Wisconsin,55,15-24 years,15-24,Male,M,88,414859,21.2
,2004,2004,Wisconsin,55,25-34 years,25-34,Female,F,25,332806,7.5
,2004,2004,Wisconsin,55,25-34 years,25-34,Male,M,92,346859,26.5
,2004,2004,Wisconsin,55,35-44 years,35-44,Female,F,43,413855,10.4
,2004,2004,Wisconsin,55,35-44 years,35-44,Male,M,96,417245,23
,2004,2004,Wisconsin,55,45-54 years,45-54,Female,F,41,406994,10.1
,2004,2004,Wisconsin,55,45-54 years,45-54,Male,M,104,411715,25.3
,2004,2004,Wisconsin,55,55-64 years,55-64,Female,F,14,277354,Unreliable
,2004,2004,Wisconsin,55,55-64 years,55-64,Male,M,55,270793,20.3
,2004,2004,Wisconsin,55,65-74 years,65-74,Male,M,38,166065,22.9
,2004,2004,Wisconsin,55,75-84 years,75-84,Male,M,19,106501,Unreliable
,2004,2004,Wisconsin,55,85+ years,85+,Male,M,10,30448,Unreliable
,2004,2004,Wyoming,56,25-34 years,25-34,Male,M,14,31403,Unreliable
,2004,2004,Wyoming,56,35-44 years,35-44,Male,M,10,34394,Unreliable
,2004,2004,Wyoming,56,45-54 years,45-54,Male,M,11,41788,Unreliable
,2005,2005,Alabama,1,15-24 years,15-24,Male,M,57,332107,17.2
,2005,2005,Alabama,1,25-34 years,25-34,Female,F,16,297227,Unreliable
,2005,2005,Alabama,1,25-34 years,25-34,Male,M,63,288604,21.8
,2005,2005,Alabama,1,35-44 years,35-44,Female,F,23,328389,7
,2005,2005,Alabama,1,35-44 years,35-44,Male,M,76,314366,24.2
,2005,2005,Alabama,1,45-54 years,45-54,Female,F,26,339135,7.7
,2005,2005,Alabama,1,45-54 years,45-54,Male,M,88,320096,27.5
,2005,2005,Alabama,1,55-64 years,55-64,Female,F,12,263210,Unreliable
,2005,2005,Alabama,1,55-64 years,55-64,Male,M,65,241277,26.9
,2005,2005,Alabama,1,65-74 years,65-74,Male,M,42,149105,28.2
,2005,2005,Alabama,1,75-84 years,75-84,Male,M,32,79794,40.1
,2005,2005,Alabama,1,85+ years,85+,Male,M,14,19166,Unreliable
,2005,2005,Alaska,2,15-24 years,15-24,Male,M,25,58288,42.9
,2005,2005,Alaska,2,25-34 years,25-34,Male,M,19,45160,Unreliable
,2005,2005,Alaska,2,35-44 years,35-44,Female,F,10,48993,Unreliable
,2005,2005,Alaska,2,35-44 years,35-44,Male,M,24,51602,46.5
,2005,2005,Alaska,2,45-54 years,45-54,Male,M,21,57268,36.7
,2005,2005,Arizona,4,15-24 years,15-24,Female,F,21,400688,5.2
,2005,2005,Arizona,4,15-24 years,15-24,Male,M,129,434592,29.7
,2005,2005,Arizona,4,25-34 years,25-34,Female,F,35,394203,8.9
,2005,2005,Arizona,4,25-34 years,25-34,Male,M,126,417722,30.2
,2005,2005,Arizona,4,35-44 years,35-44,Female,F,42,399004,10.5
,2005,2005,Arizona,4,35-44 years,35-44,Male,M,128,409089,31.3
,2005,2005,Arizona,4,45-54 years,45-54,Female,F,51,386004,13.2
,2005,2005,Arizona,4,45-54 years,45-54,Male,M,131,370020,35.4
,2005,2005,Arizona,4,55-64 years,55-64,Female,F,25,312274,8
,2005,2005,Arizona,4,55-64 years,55-64,Male,M,76,284720,26.7
,2005,2005,Arizona,4,65-74 years,65-74,Female,F,10,214281,Unreliable
,2005,2005,Arizona,4,65-74 years,65-74,Male,M,59,194535,30.3
,2005,2005,Arizona,4,75-84 years,75-84,Male,M,63,117556,53.6
,2005,2005,Arizona,4,85+ years,85+,Male,M,23,29084,79.1
,2005,2005,Arkansas,5,15-24 years,15-24,Male,M,52,201084,25.9
,2005,2005,Arkansas,5,25-34 years,25-34,Female,F,12,179573,Unreliable
,2005,2005,Arkansas,5,25-34 years,25-34,Male,M,51,180868,28.2
,2005,2005,Arkansas,5,35-44 years,35-44,Female,F,19,191434,Unreliable
,2005,2005,Arkansas,5,35-44 years,35-44,Male,M,62,189138,32.8
,2005,2005,Arkansas,5,45-54 years,45-54,Female,F,21,194959,10.8
,2005,2005,Arkansas,5,45-54 years,45-54,Male,M,60,188153,31.9
,2005,2005,Arkansas,5,55-64 years,55-64,Female,F,15,159434,Unreliable
,2005,2005,Arkansas,5,55-64 years,55-64,Male,M,41,148637,27.6
,2005,2005,Arkansas,5,65-74 years,65-74,Male,M,22,95723,23
,2005,2005,Arkansas,5,75-84 years,75-84,Male,M,14,53433,Unreliable
,2005,2005,Arkansas,5,85+ years,85+,Male,M,10,14299,Unreliable
,2005,2005,California,6,5-14 years,14-May,Male,M,12,2661701,Unreliable
,2005,2005,California,6,15-24 years,15-24,Female,F,66,2557542,2.6
,2005,2005,California,6,15-24 years,15-24,Male,M,304,2774815,11
,2005,2005,California,6,25-34 years,25-34,Female,F,91,2531624,3.6
,2005,2005,California,6,25-34 years,25-34,Male,M,340,2638798,12.9
,2005,2005,California,6,35-44 years,35-44,Female,F,140,2697899,5.2
,2005,2005,California,6,35-44 years,35-44,Male,M,466,2750680,16.9
,2005,2005,California,6,45-54 years,45-54,Female,F,194,2487359,7.8
,2005,2005,California,6,45-54 years,45-54,Male,M,509,2439467,20.9
,2005,2005,California,6,55-64 years,55-64,Female,F,115,1735963,6.6
,2005,2005,California,6,55-64 years,55-64,Male,M,327,1616930,20.2
,2005,2005,California,6,65-74 years,65-74,Female,F,53,1064867,5
,2005,2005,California,6,65-74 years,65-74,Male,M,184,907626,20.3
,2005,2005,California,6,75-84 years,75-84,Female,F,50,804001,6.2
,2005,2005,California,6,75-84 years,75-84,Male,M,230,569520,40.4
,2005,2005,California,6,85+ years,85+,Female,F,23,327649,7
,2005,2005,California,6,85+ years,85+,Male,M,95,165590,57.4
,2005,2005,Colorado,8,15-24 years,15-24,Female,F,33,320993,10.3
,2005,2005,Colorado,8,15-24 years,15-24,Male,M,102,349614,29.2
,2005,2005,Colorado,8,25-34 years,25-34,Female,F,11,321584,Unreliable
,2005,2005,Colorado,8,25-34 years,25-34,Male,M,103,345756,29.8
,2005,2005,Colorado,8,35-44 years,35-44,Female,F,34,348365,9.8
,2005,2005,Colorado,8,35-44 years,35-44,Male,M,132,356981,37
,2005,2005,Colorado,8,45-54 years,45-54,Female,F,41,351865,11.7
,2005,2005,Colorado,8,45-54 years,45-54,Male,M,121,350753,34.5
,2005,2005,Colorado,8,55-64 years,55-64,Female,F,27,235778,11.5
,2005,2005,Colorado,8,55-64 years,55-64,Male,M,77,230162,33.5
,2005,2005,Colorado,8,65-74 years,65-74,Male,M,40,117245,34.1
,2005,2005,Colorado,8,75-84 years,75-84,Male,M,37,65056,56.9
,2005,2005,Colorado,8,85+ years,85+,Male,M,17,17734,Unreliable
,2005,2005,Connecticut,9,15-24 years,15-24,Male,M,24,237057,10.1
,2005,2005,Connecticut,9,25-34 years,25-34,Male,M,26,203230,12.8
,2005,2005,Connecticut,9,35-44 years,35-44,Female,F,20,281653,7.1
,2005,2005,Connecticut,9,35-44 years,35-44,Male,M,56,269013,20.8
,2005,2005,Connecticut,9,45-54 years,45-54,Male,M,61,263542,23.1
,2005,2005,Connecticut,9,55-64 years,55-64,Female,F,10,199489,Unreliable
,2005,2005,Connecticut,9,55-64 years,55-64,Male,M,30,183726,16.3
,2005,2005,Connecticut,9,65-74 years,65-74,Male,M,14,101578,Unreliable
,2005,2005,Connecticut,9,75-84 years,75-84,Male,M,13,70894,Unreliable
,2005,2005,Delaware,10,25-34 years,25-34,Male,M,16,52872,Unreliable
,2005,2005,Delaware,10,35-44 years,35-44,Male,M,12,61036,Unreliable
,2005,2005,Delaware,10,45-54 years,45-54,Male,M,15,58651,Unreliable
,2005,2005,Florida,12,5-14 years,14-May,Male,M,12,1114978,Unreliable
,2005,2005,Florida,12,15-24 years,15-24,Female,F,45,1135675,4
,2005,2005,Florida,12,15-24 years,15-24,Male,M,167,1199479,13.9
,2005,2005,Florida,12,25-34 years,25-34,Female,F,63,1086566,5.8
,2005,2005,Florida,12,25-34 years,25-34,Male,M,236,1098397,21.5
,2005,2005,Florida,12,35-44 years,35-44,Female,F,110,1294257,8.5
,2005,2005,Florida,12,35-44 years,35-44,Male,M,328,1280375,25.6
,2005,2005,Florida,12,45-54 years,45-54,Female,F,165,1281400,12.9
,2005,2005,Florida,12,45-54 years,45-54,Male,M,364,1213762,30
,2005,2005,Florida,12,55-64 years,55-64,Female,F,91,1067296,8.5
,2005,2005,Florida,12,55-64 years,55-64,Male,M,251,956321,26.2
,2005,2005,Florida,12,65-74 years,65-74,Female,F,39,810581,4.8
,2005,2005,Florida,12,65-74 years,65-74,Male,M,163,709037,23
,2005,2005,Florida,12,75-84 years,75-84,Female,F,37,620805,6
,2005,2005,Florida,12,75-84 years,75-84,Male,M,162,476218,34
,2005,2005,Florida,12,85+ years,85+,Female,F,20,235399,8.5
,2005,2005,Florida,12,85+ years,85+,Male,M,86,129047,66.6
,2005,2005,Georgia,13,15-24 years,15-24,Female,F,16,634347,Unreliable
,2005,2005,Georgia,13,15-24 years,15-24,Male,M,93,664137,14
,2005,2005,Georgia,13,25-34 years,25-34,Female,F,22,652424,3.4
,2005,2005,Georgia,13,25-34 years,25-34,Male,M,110,640748,17.2
,2005,2005,Georgia,13,35-44 years,35-44,Female,F,42,704287,6
,2005,2005,Georgia,13,35-44 years,35-44,Male,M,154,688333,22.4
,2005,2005,Georgia,13,45-54 years,45-54,Female,F,50,639192,7.8
,2005,2005,Georgia,13,45-54 years,45-54,Male,M,139,604583,23
,2005,2005,Georgia,13,55-64 years,55-64,Female,F,36,456830,7.9
,2005,2005,Georgia,13,55-64 years,55-64,Male,M,108,419233,25.8
,2005,2005,Georgia,13,65-74 years,65-74,Male,M,56,220946,25.3
,2005,2005,Georgia,13,75-84 years,75-84,Male,M,68,109409,62.2
,2005,2005,Georgia,13,85+ years,85+,Male,M,12,26588,Unreliable
,2005,2005,Hawaii,15,25-34 years,25-34,Male,M,18,89006,Unreliable
,2005,2005,Hawaii,15,35-44 years,35-44,Male,M,17,91478,Unreliable
,2005,2005,Hawaii,15,45-54 years,45-54,Male,M,15,94792,Unreliable
,2005,2005,Idaho,16,15-24 years,15-24,Male,M,25,113447,22
,2005,2005,Idaho,16,25-34 years,25-34,Male,M,31,94666,32.7
,2005,2005,Idaho,16,35-44 years,35-44,Male,M,34,95500,35.6
,2005,2005,Idaho,16,45-54 years,45-54,Female,F,11,99071,Unreliable
,2005,2005,Idaho,16,45-54 years,45-54,Male,M,36,98255,36.6
,2005,2005,Idaho,16,55-64 years,55-64,Male,M,23,72124,31.9
,2005,2005,Idaho,16,65-74 years,65-74,Male,M,13,42277,Unreliable
,2005,2005,Idaho,16,75-84 years,75-84,Male,M,20,24595,81.3
,2005,2005,Illinois,17,15-24 years,15-24,Female,F,22,876635,2.5
,2005,2005,Illinois,17,15-24 years,15-24,Male,M,114,925401,12.3
,2005,2005,Illinois,17,25-34 years,25-34,Female,F,27,862357,3.1
,2005,2005,Illinois,17,25-34 years,25-34,Male,M,144,876302,16.4
,2005,2005,Illinois,17,35-44 years,35-44,Female,F,46,932649,4.9
,2005,2005,Illinois,17,35-44 years,35-44,Male,M,192,924216,20.8
,2005,2005,Illinois,17,45-54 years,45-54,Female,F,60,916959,6.5
,2005,2005,Illinois,17,45-54 years,45-54,Male,M,157,885277,17.7
,2005,2005,Illinois,17,55-64 years,55-64,Female,F,28,651460,4.3
,2005,2005,Illinois,17,55-64 years,55-64,Male,M,122,602692,20.2
,2005,2005,Illinois,17,65-74 years,65-74,Female,F,16,417608,Unreliable
,2005,2005,Illinois,17,65-74 years,65-74,Male,M,63,344746,18.3
,2005,2005,Illinois,17,75-84 years,75-84,Female,F,16,329769,Unreliable
,2005,2005,Illinois,17,75-84 years,75-84,Male,M,51,217148,23.5
,2005,2005,Illinois,17,85+ years,85+,Male,M,19,60657,Unreliable
,2005,2005,Indiana,18,15-24 years,15-24,Female,F,14,448192,Unreliable
,2005,2005,Indiana,18,15-24 years,15-24,Male,M,91,468301,19.4
,2005,2005,Indiana,18,25-34 years,25-34,Female,F,22,402970,5.5
,2005,2005,Indiana,18,25-34 years,25-34,Male,M,98,408775,24
,2005,2005,Indiana,18,35-44 years,35-44,Female,F,35,450411,7.8
,2005,2005,Indiana,18,35-44 years,35-44,Male,M,114,449758,25.3
,2005,2005,Indiana,18,45-54 years,45-54,Female,F,29,457686,6.3
,2005,2005,Indiana,18,45-54 years,45-54,Male,M,133,450152,29.5
,2005,2005,Indiana,18,55-64 years,55-64,Female,F,14,334748,Unreliable
,2005,2005,Indiana,18,55-64 years,55-64,Male,M,76,314288,24.2
,2005,2005,Indiana,18,65-74 years,65-74,Male,M,46,181789,25.3
,2005,2005,Indiana,18,75-84 years,75-84,Male,M,42,110824,37.9
,2005,2005,Indiana,18,85+ years,85+,Male,M,15,28837,Unreliable
,2005,2005,Iowa,19,15-24 years,15-24,Female,F,12,215089,Unreliable
,2005,2005,Iowa,19,15-24 years,15-24,Male,M,44,226770,19.4
,2005,2005,Iowa,19,25-34 years,25-34,Female,F,11,172244,Unreliable
,2005,2005,Iowa,19,25-34 years,25-34,Male,M,44,178446,24.7
,2005,2005,Iowa,19,35-44 years,35-44,Female,F,17,200016,Unreliable
,2005,2005,Iowa,19,35-44 years,35-44,Male,M,48,202302,23.7
,2005,2005,Iowa,19,45-54 years,45-54,Female,F,21,215869,9.7
,2005,2005,Iowa,19,45-54 years,45-54,Male,M,51,217808,23.4
,2005,2005,Iowa,19,55-64 years,55-64,Female,F,12,157069,Unreliable
,2005,2005,Iowa,19,55-64 years,55-64,Male,M,29,152859,19
,2005,2005,Iowa,19,65-74 years,65-74,Male,M,15,95691,Unreliable
,2005,2005,Iowa,19,75-84 years,75-84,Male,M,16,65271,Unreliable
,2005,2005,Kansas,20,15-24 years,15-24,Male,M,42,216632,19.4
,2005,2005,Kansas,20,25-34 years,25-34,Male,M,59,171416,34.4
,2005,2005,Kansas,20,35-44 years,35-44,Female,F,22,188364,11.7
,2005,2005,Kansas,20,35-44 years,35-44,Male,M,56,188681,29.7
,2005,2005,Kansas,20,45-54 years,45-54,Female,F,12,199633,Unreliable
,2005,2005,Kansas,20,45-54 years,45-54,Male,M,60,198165,30.3
,2005,2005,Kansas,20,55-64 years,55-64,Female,F,10,138939,Unreliable
,2005,2005,Kansas,20,55-64 years,55-64,Male,M,34,134681,25.2
,2005,2005,Kansas,20,65-74 years,65-74,Male,M,18,79622,Unreliable
,2005,2005,Kansas,20,75-84 years,75-84,Male,M,23,54010,42.6
,2005,2005,Kentucky,21,15-24 years,15-24,Female,F,11,286433,Unreliable
,2005,2005,Kentucky,21,15-24 years,15-24,Male,M,51,301137,16.9
,2005,2005,Kentucky,21,25-34 years,25-34,Female,F,20,275514,7.3
,2005,2005,Kentucky,21,25-34 years,25-34,Male,M,80,279001,28.7
,2005,2005,Kentucky,21,35-44 years,35-44,Female,F,33,305949,10.8
,2005,2005,Kentucky,21,35-44 years,35-44,Male,M,103,303411,33.9
,2005,2005,Kentucky,21,45-54 years,45-54,Female,F,20,312020,6.4
,2005,2005,Kentucky,21,45-54 years,45-54,Male,M,101,301962,33.4
,2005,2005,Kentucky,21,55-64 years,55-64,Female,F,17,236695,Unreliable
,2005,2005,Kentucky,21,55-64 years,55-64,Male,M,50,222225,22.5
,2005,2005,Kentucky,21,65-74 years,65-74,Male,M,35,130872,26.7
,2005,2005,Kentucky,21,75-84 years,75-84,Male,M,25,71775,34.8
,2005,2005,Louisiana,22,15-24 years,15-24,Female,F,17,352424,Unreliable
,2005,2005,Louisiana,22,15-24 years,15-24,Male,M,75,357350,21
,2005,2005,Louisiana,22,25-34 years,25-34,Female,F,22,303901,7.2
,2005,2005,Louisiana,22,25-34 years,25-34,Male,M,74,295642,25
,2005,2005,Louisiana,22,35-44 years,35-44,Female,F,20,326311,6.1
,2005,2005,Louisiana,22,35-44 years,35-44,Male,M,63,312104,20.2
,2005,2005,Louisiana,22,45-54 years,45-54,Female,F,24,336357,7.1
,2005,2005,Louisiana,22,45-54 years,45-54,Male,M,73,320796,22.8
,2005,2005,Louisiana,22,55-64 years,55-64,Female,F,11,242880,Unreliable
,2005,2005,Louisiana,22,55-64 years,55-64,Male,M,51,223867,22.8
,2005,2005,Louisiana,22,65-74 years,65-74,Male,M,26,129788,20
,2005,2005,Louisiana,22,75-84 years,75-84,Male,M,23,73849,31.1
,2005,2005,Louisiana,22,85+ years,85+,Male,M,10,17814,Unreliable
,2005,2005,Maine,23,15-24 years,15-24,Male,M,11,89341,Unreliable
,2005,2005,Maine,23,25-34 years,25-34,Male,M,22,71666,30.7
,2005,2005,Maine,23,35-44 years,35-44,Male,M,24,97043,24.7
,2005,2005,Maine,23,45-54 years,45-54,Male,M,28,105226,26.6
,2005,2005,Maine,23,55-64 years,55-64,Male,M,24,79659,30.1
,2005,2005,Maine,23,65-74 years,65-74,Male,M,19,45942,Unreliable
,2005,2005,Maryland,24,15-24 years,15-24,Male,M,57,391647,14.6
,2005,2005,Maryland,24,25-34 years,25-34,Female,F,13,373167,Unreliable
,2005,2005,Maryland,24,25-34 years,25-34,Male,M,62,351118,17.7
,2005,2005,Maryland,24,35-44 years,35-44,Female,F,26,459857,5.7
,2005,2005,Maryland,24,35-44 years,35-44,Male,M,77,425992,18.1
,2005,2005,Maryland,24,45-54 years,45-54,Female,F,19,440698,Unreliable
,2005,2005,Maryland,24,45-54 years,45-54,Male,M,74,405549,18.2
,2005,2005,Maryland,24,55-64 years,55-64,Female,F,12,313516,Unreliable
,2005,2005,Maryland,24,55-64 years,55-64,Male,M,30,283715,10.6
,2005,2005,Maryland,24,65-74 years,65-74,Male,M,34,151880,22.4
,2005,2005,Maryland,24,75-84 years,75-84,Male,M,35,89262,39.2
,2005,2005,Massachusetts,25,15-24 years,15-24,Female,F,12,443680,Unreliable
,2005,2005,Massachusetts,25,15-24 years,15-24,Male,M,42,448910,9.4
,2005,2005,Massachusetts,25,25-34 years,25-34,Female,F,14,422336,Unreliable
,2005,2005,Massachusetts,25,25-34 years,25-34,Male,M,72,409682,17.6
,2005,2005,Massachusetts,25,35-44 years,35-44,Female,F,18,508010,Unreliable
,2005,2005,Massachusetts,25,35-44 years,35-44,Male,M,85,488637,17.4
,2005,2005,Massachusetts,25,45-54 years,45-54,Female,F,39,489999,8
,2005,2005,Massachusetts,25,45-54 years,45-54,Male,M,61,463800,13.2
,2005,2005,Massachusetts,25,55-64 years,55-64,Female,F,15,356702,Unreliable
,2005,2005,Massachusetts,25,55-64 years,55-64,Male,M,45,326418,13.8
,2005,2005,Massachusetts,25,65-74 years,65-74,Female,F,11,221588,Unreliable
,2005,2005,Massachusetts,25,65-74 years,65-74,Male,M,23,183069,12.6
,2005,2005,Massachusetts,25,75-84 years,75-84,Male,M,20,125265,16
,2005,2005,Massachusetts,25,85+ years,85+,Male,M,11,37138,Unreliable
,2005,2005,Michigan,26,15-24 years,15-24,Female,F,33,706537,4.7
,2005,2005,Michigan,26,15-24 years,15-24,Male,M,102,736224,13.9
,2005,2005,Michigan,26,25-34 years,25-34,Female,F,32,622185,5.1
,2005,2005,Michigan,26,25-34 years,25-34,Male,M,157,621193,25.3
,2005,2005,Michigan,26,35-44 years,35-44,Female,F,56,735341,7.6
,2005,2005,Michigan,26,35-44 years,35-44,Male,M,183,729471,25.1
,2005,2005,Michigan,26,45-54 years,45-54,Female,F,61,764383,8
,2005,2005,Michigan,26,45-54 years,45-54,Male,M,186,742335,25.1
,2005,2005,Michigan,26,55-64 years,55-64,Female,F,30,547546,5.5
,2005,2005,Michigan,26,55-64 years,55-64,Male,M,102,519514,19.6
,2005,2005,Michigan,26,65-74 years,65-74,Female,F,11,343623,Unreliable
,2005,2005,Michigan,26,65-74 years,65-74,Male,M,61,292491,20.9
,2005,2005,Michigan,26,75-84 years,75-84,Male,M,56,186125,30.1
,2005,2005,Michigan,26,85+ years,85+,Male,M,25,48726,51.3
,2005,2005,Minnesota,27,5-14 years,14-May,Male,M,10,361541,Unreliable
,2005,2005,Minnesota,27,15-24 years,15-24,Female,F,13,366483,Unreliable
,2005,2005,Minnesota,27,15-24 years,15-24,Male,M,81,381338,21.2
,2005,2005,Minnesota,27,25-34 years,25-34,Female,F,17,323628,Unreliable
,2005,2005,Minnesota,27,25-34 years,25-34,Male,M,68,334693,20.3
,2005,2005,Minnesota,27,35-44 years,35-44,Female,F,22,379838,5.8
,2005,2005,Minnesota,27,35-44 years,35-44,Male,M,76,385622,19.7
,2005,2005,Minnesota,27,45-54 years,45-54,Female,F,26,382568,6.8
,2005,2005,Minnesota,27,45-54 years,45-54,Male,M,99,385124,25.7
,2005,2005,Minnesota,27,55-64 years,55-64,Female,F,13,259356,Unreliable
,2005,2005,Minnesota,27,55-64 years,55-64,Male,M,53,253056,20.9
,2005,2005,Minnesota,27,65-74 years,65-74,Male,M,23,143369,16
,2005,2005,Minnesota,27,75-84 years,75-84,Male,M,21,91789,22.9
,2005,2005,Minnesota,27,85+ years,85+,Male,M,11,28459,Unreliable
,2005,2005,Mississippi,28,15-24 years,15-24,Male,M,47,225839,20.8
,2005,2005,Mississippi,28,25-34 years,25-34,Female,F,14,192084,Unreliable
,2005,2005,Mississippi,28,25-34 years,25-34,Male,M,44,183372,24
,2005,2005,Mississippi,28,35-44 years,35-44,Female,F,20,204517,9.8
,2005,2005,Mississippi,28,35-44 years,35-44,Male,M,67,194054,34.5
,2005,2005,Mississippi,28,45-54 years,45-54,Female,F,10,207824,Unreliable
,2005,2005,Mississippi,28,45-54 years,45-54,Male,M,61,195782,31.2
,2005,2005,Mississippi,28,55-64 years,55-64,Female,F,12,154990,Unreliable
,2005,2005,Mississippi,28,55-64 years,55-64,Male,M,27,142912,18.9
,2005,2005,Mississippi,28,65-74 years,65-74,Male,M,26,87735,29.6
,2005,2005,Mississippi,28,75-84 years,75-84,Male,M,19,46524,Unreliable
,2005,2005,Missouri,29,15-24 years,15-24,Female,F,13,413656,Unreliable
,2005,2005,Missouri,29,15-24 years,15-24,Male,M,76,426732,17.8
,2005,2005,Missouri,29,25-34 years,25-34,Female,F,16,366573,Unreliable
,2005,2005,Missouri,29,25-34 years,25-34,Male,M,81,362862,22.3
,2005,2005,Missouri,29,35-44 years,35-44,Female,F,43,413466,10.4
