Notes,Year,Year Code,State,State Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,2015,2015,Delaware,10,45-54 years,45-54,Female,F,10,67012,Unreliable
,2015,2015,Delaware,10,45-54 years,45-54,Male,M,12,61796,Unreliable
,2015,2015,Delaware,10,55-64 years,55-64,Male,M,19,59904,Unreliable
,2015,2015,Florida,12,5-14 years,14-May,Male,M,12,1165846,Unreliable
,2015,2015,Florida,12,15-24 years,15-24,Female,F,68,1209016,5.6
,2015,2015,Florida,12,15-24 years,15-24,Male,M,215,1270282,16.9
,2015,2015,Florida,12,25-34 years,25-34,Female,F,85,1294352,6.6
,2015,2015,Florida,12,25-34 years,25-34,Male,M,318,1319963,24.1
,2015,2015,Florida,12,35-44 years,35-44,Female,F,110,1236849,8.9
,2015,2015,Florida,12,35-44 years,35-44,Male,M,311,1211622,25.7
,2015,2015,Florida,12,45-54 years,45-54,Female,F,177,1400999,12.6
,2015,2015,Florida,12,45-54 years,45-54,Male,M,474,1347504,35.2
,2015,2015,Florida,12,55-64 years,55-64,Female,F,165,1401456,11.8
,2015,2015,Florida,12,55-64 years,55-64,Male,M,441,1252207,35.2
,2015,2015,Florida,12,65-74 years,65-74,Female,F,83,1166729,7.1
,2015,2015,Florida,12,65-74 years,65-74,Male,M,308,1014473,30.4
,2015,2015,Florida,12,75-84 years,75-84,Female,F,40,670003,6
,2015,2015,Florida,12,75-84 years,75-84,Male,M,232,550987,42.1
,2015,2015,Florida,12,85+ years,85+,Female,F,24,333187,7.2
,2015,2015,Florida,12,85+ years,85+,Male,M,134,207089,64.7
,2015,2015,Georgia,13,5-14 years,14-May,Male,M,10,720655,Unreliable
,2015,2015,Georgia,13,15-24 years,15-24,Female,F,33,703976,4.7
,2015,2015,Georgia,13,15-24 years,15-24,Male,M,150,740668,20.3
,2015,2015,Georgia,13,25-34 years,25-34,Female,F,47,709590,6.6
,2015,2015,Georgia,13,25-34 years,25-34,Male,M,163,692567,23.5
,2015,2015,Georgia,13,35-44 years,35-44,Female,F,51,706318,7.2
,2015,2015,Georgia,13,35-44 years,35-44,Male,M,151,664401,22.7
,2015,2015,Georgia,13,45-54 years,45-54,Female,F,69,721498,9.6
,2015,2015,Georgia,13,45-54 years,45-54,Male,M,192,685211,28
,2015,2015,Georgia,13,55-64 years,55-64,Female,F,60,636377,9.4
,2015,2015,Georgia,13,55-64 years,55-64,Male,M,155,572795,27.1
,2015,2015,Georgia,13,65-74 years,65-74,Female,F,26,434645,6
,2015,2015,Georgia,13,65-74 years,65-74,Male,M,99,370342,26.7
,2015,2015,Georgia,13,75-84 years,75-84,Female,F,15,210554,Unreliable
,2015,2015,Georgia,13,75-84 years,75-84,Male,M,61,153436,39.8
,2015,2015,Georgia,13,85+ years,85+,Male,M,25,43593,57.3
,2015,2015,Hawaii,15,15-24 years,15-24,Male,M,35,100948,34.7
,2015,2015,Hawaii,15,25-34 years,25-34,Male,M,23,116502,19.7
,2015,2015,Hawaii,15,35-44 years,35-44,Male,M,22,91371,24.1
,2015,2015,Hawaii,15,45-54 years,45-54,Male,M,22,87537,25.1
,2015,2015,Hawaii,15,55-64 years,55-64,Female,F,10,91504,Unreliable
,2015,2015,Hawaii,15,55-64 years,55-64,Male,M,31,87939,35.3
,2015,2015,Hawaii,15,65-74 years,65-74,Male,M,12,64390,Unreliable
,2015,2015,Idaho,16,15-24 years,15-24,Male,M,40,118486,33.8
,2015,2015,Idaho,16,25-34 years,25-34,Female,F,12,107837,Unreliable
,2015,2015,Idaho,16,25-34 years,25-34,Male,M,50,109854,45.5
,2015,2015,Idaho,16,35-44 years,35-44,Female,F,19,99926,Unreliable
,2015,2015,Idaho,16,35-44 years,35-44,Male,M,49,102706,47.7
,2015,2015,Idaho,16,45-54 years,45-54,Female,F,17,99622,Unreliable
,2015,2015,Idaho,16,45-54 years,45-54,Male,M,46,99160,46.4
,2015,2015,Idaho,16,55-64 years,55-64,Female,F,15,103732,Unreliable
,2015,2015,Idaho,16,55-64 years,55-64,Male,M,42,99838,42.1
,2015,2015,Idaho,16,65-74 years,65-74,Male,M,30,71575,41.9
,2015,2015,Idaho,16,75-84 years,75-84,Male,M,11,32757,Unreliable
,2015,2015,Illinois,17,5-14 years,14-May,Male,M,12,845585,Unreliable
,2015,2015,Illinois,17,15-24 years,15-24,Female,F,39,858384,4.5
,2015,2015,Illinois,17,15-24 years,15-24,Male,M,152,893867,17
,2015,2015,Illinois,17,25-34 years,25-34,Female,F,44,883162,5
,2015,2015,Illinois,17,25-34 years,25-34,Male,M,151,891179,16.9
,2015,2015,Illinois,17,35-44 years,35-44,Female,F,49,836088,5.9
,2015,2015,Illinois,17,35-44 years,35-44,Male,M,176,833728,21.1
,2015,2015,Illinois,17,45-54 years,45-54,Female,F,60,883603,6.8
,2015,2015,Illinois,17,45-54 years,45-54,Male,M,225,862821,26.1
,2015,2015,Illinois,17,55-64 years,55-64,Female,F,53,848761,6.2
,2015,2015,Illinois,17,55-64 years,55-64,Male,M,178,795855,22.4
,2015,2015,Illinois,17,65-74 years,65-74,Female,F,22,556422,4
,2015,2015,Illinois,17,65-74 years,65-74,Male,M,94,482407,19.5
,2015,2015,Illinois,17,75-84 years,75-84,Female,F,12,308445,Unreliable
,2015,2015,Illinois,17,75-84 years,75-84,Male,M,55,224286,24.5
,2015,2015,Illinois,17,85+ years,85+,Male,M,30,85411,35.1
,2015,2015,Indiana,18,15-24 years,15-24,Female,F,33,461042,7.2
,2015,2015,Indiana,18,15-24 years,15-24,Male,M,96,479728,20
,2015,2015,Indiana,18,25-34 years,25-34,Female,F,26,424214,6.1
,2015,2015,Indiana,18,25-34 years,25-34,Male,M,143,426345,33.5
,2015,2015,Indiana,18,35-44 years,35-44,Female,F,35,411254,8.5
,2015,2015,Indiana,18,35-44 years,35-44,Male,M,135,411802,32.8
,2015,2015,Indiana,18,45-54 years,45-54,Female,F,33,442421,7.5
,2015,2015,Indiana,18,45-54 years,45-54,Male,M,153,436553,35
,2015,2015,Indiana,18,55-64 years,55-64,Female,F,42,438420,9.6
,2015,2015,Indiana,18,55-64 years,55-64,Male,M,115,417344,27.6
,2015,2015,Indiana,18,65-74 years,65-74,Female,F,12,296025,Unreliable
,2015,2015,Indiana,18,65-74 years,65-74,Male,M,70,260667,26.9
,2015,2015,Indiana,18,75-84 years,75-84,Male,M,40,119726,33.4
,2015,2015,Indiana,18,85+ years,85+,Male,M,15,42116,Unreliable
,2015,2015,Iowa,19,15-24 years,15-24,Female,F,17,216585,Unreliable
,2015,2015,Iowa,19,15-24 years,15-24,Male,M,55,228866,24
,2015,2015,Iowa,19,25-34 years,25-34,Female,F,16,191036,Unreliable
,2015,2015,Iowa,19,25-34 years,25-34,Male,M,58,200473,28.9
,2015,2015,Iowa,19,35-44 years,35-44,Female,F,16,180763,Unreliable
,2015,2015,Iowa,19,35-44 years,35-44,Male,M,53,185633,28.6
,2015,2015,Iowa,19,45-54 years,45-54,Female,F,27,198788,13.6
,2015,2015,Iowa,19,45-54 years,45-54,Male,M,58,200037,29
,2015,2015,Iowa,19,55-64 years,55-64,Female,F,12,208063,Unreliable
,2015,2015,Iowa,19,55-64 years,55-64,Male,M,55,205254,26.8
,2015,2015,Iowa,19,65-74 years,65-74,Male,M,22,129726,17
,2015,2015,Iowa,19,75-84 years,75-84,Male,M,20,66191,30.2
,2015,2015,Kansas,20,15-24 years,15-24,Female,F,12,201740,Unreliable
,2015,2015,Kansas,20,15-24 years,15-24,Male,M,52,222557,23.4
,2015,2015,Kansas,20,25-34 years,25-34,Female,F,24,187892,12.8
,2015,2015,Kansas,20,25-34 years,25-34,Male,M,72,199337,36.1
,2015,2015,Kansas,20,35-44 years,35-44,Female,F,15,170510,Unreliable
,2015,2015,Kansas,20,35-44 years,35-44,Male,M,52,175603,29.6
,2015,2015,Kansas,20,45-54 years,45-54,Female,F,20,180990,11.1
,2015,2015,Kansas,20,45-54 years,45-54,Male,M,71,179902,39.5
,2015,2015,Kansas,20,55-64 years,55-64,Female,F,23,187540,12.3
,2015,2015,Kansas,20,55-64 years,55-64,Male,M,52,179663,28.9
,2015,2015,Kansas,20,65-74 years,65-74,Male,M,38,112377,33.8
,2015,2015,Kansas,20,75-84 years,75-84,Male,M,19,54763,Unreliable
,2015,2015,Kansas,20,85+ years,85+,Male,M,14,22254,Unreliable
,2015,2015,Kentucky,21,15-24 years,15-24,Female,F,16,289386,Unreliable
,2015,2015,Kentucky,21,15-24 years,15-24,Male,M,81,307173,26.4
,2015,2015,Kentucky,21,25-34 years,25-34,Female,F,18,282761,Unreliable
,2015,2015,Kentucky,21,25-34 years,25-34,Male,M,97,285627,34
,2015,2015,Kentucky,21,35-44 years,35-44,Female,F,28,279484,10
,2015,2015,Kentucky,21,35-44 years,35-44,Male,M,106,279552,37.9
,2015,2015,Kentucky,21,45-54 years,45-54,Female,F,42,305898,13.7
,2015,2015,Kentucky,21,45-54 years,45-54,Male,M,107,298014,35.9
,2015,2015,Kentucky,21,55-64 years,55-64,Female,F,26,303029,8.6
,2015,2015,Kentucky,21,55-64 years,55-64,Male,M,103,282516,36.5
,2015,2015,Kentucky,21,65-74 years,65-74,Female,F,10,211674,Unreliable
,2015,2015,Kentucky,21,65-74 years,65-74,Male,M,74,187192,39.5
,2015,2015,Kentucky,21,75-84 years,75-84,Male,M,41,83850,48.9
,2015,2015,Kentucky,21,85+ years,85+,Male,M,12,25360,Unreliable
,2015,2015,Louisiana,22,15-24 years,15-24,Female,F,12,316149,Unreliable
,2015,2015,Louisiana,22,15-24 years,15-24,Male,M,74,326088,22.7
,2015,2015,Louisiana,22,25-34 years,25-34,Female,F,21,339147,6.2
,2015,2015,Louisiana,22,25-34 years,25-34,Male,M,115,336930,34.1
,2015,2015,Louisiana,22,35-44 years,35-44,Female,F,19,288662,Unreliable
,2015,2015,Louisiana,22,35-44 years,35-44,Male,M,103,282149,36.5
,2015,2015,Louisiana,22,45-54 years,45-54,Female,F,26,309123,8.4
,2015,2015,Louisiana,22,45-54 years,45-54,Male,M,92,293480,31.3
,2015,2015,Louisiana,22,55-64 years,55-64,Female,F,37,310706,11.9
,2015,2015,Louisiana,22,55-64 years,55-64,Male,M,80,286824,27.9
,2015,2015,Louisiana,22,65-74 years,65-74,Male,M,69,178863,38.6
,2015,2015,Louisiana,22,75-84 years,75-84,Male,M,30,80221,37.4
,2015,2015,Louisiana,22,85+ years,85+,Male,M,18,25818,Unreliable
,2015,2015,Maine,23,15-24 years,15-24,Male,M,17,81409,Unreliable
,2015,2015,Maine,23,25-34 years,25-34,Male,M,25,76985,32.5
,2015,2015,Maine,23,35-44 years,35-44,Male,M,24,75255,31.9
,2015,2015,Maine,23,45-54 years,45-54,Male,M,48,95897,50.1
,2015,2015,Maine,23,55-64 years,55-64,Female,F,18,107767,Unreliable
,2015,2015,Maine,23,55-64 years,55-64,Male,M,36,100839,35.7
,2015,2015,Maine,23,65-74 years,65-74,Male,M,12,70801,Unreliable
,2015,2015,Maine,23,75-84 years,75-84,Male,M,16,31830,Unreliable
,2015,2015,Maryland,24,15-24 years,15-24,Female,F,13,385329,Unreliable
,2015,2015,Maryland,24,15-24 years,15-24,Male,M,43,398857,10.8
,2015,2015,Maryland,24,25-34 years,25-34,Female,F,21,421087,5
,2015,2015,Maryland,24,25-34 years,25-34,Male,M,77,415530,18.5
,2015,2015,Maryland,24,35-44 years,35-44,Female,F,19,394148,Unreliable
,2015,2015,Maryland,24,35-44 years,35-44,Male,M,61,373677,16.3
,2015,2015,Maryland,24,45-54 years,45-54,Female,F,27,451073,6
,2015,2015,Maryland,24,45-54 years,45-54,Male,M,87,417239,20.9
,2015,2015,Maryland,24,55-64 years,55-64,Female,F,17,412177,Unreliable
,2015,2015,Maryland,24,55-64 years,55-64,Male,M,73,369551,19.8
,2015,2015,Maryland,24,65-74 years,65-74,Female,F,13,270223,Unreliable
,2015,2015,Maryland,24,65-74 years,65-74,Male,M,48,227573,21.1
,2015,2015,Maryland,24,75-84 years,75-84,Male,M,29,100843,28.8
,2015,2015,Maryland,24,85+ years,85+,Male,M,13,37616,Unreliable
,2015,2015,Massachusetts,25,15-24 years,15-24,Female,F,18,474198,Unreliable
,2015,2015,Massachusetts,25,15-24 years,15-24,Male,M,59,477375,12.4
,2015,2015,Massachusetts,25,25-34 years,25-34,Female,F,27,473598,5.7
,2015,2015,Massachusetts,25,25-34 years,25-34,Male,M,81,470250,17.2
,2015,2015,Massachusetts,25,35-44 years,35-44,Female,F,22,426162,5.2
,2015,2015,Massachusetts,25,35-44 years,35-44,Male,M,71,407931,17.4
,2015,2015,Massachusetts,25,45-54 years,45-54,Female,F,47,502222,9.4
,2015,2015,Massachusetts,25,45-54 years,45-54,Male,M,113,476080,23.7
,2015,2015,Massachusetts,25,55-64 years,55-64,Female,F,30,470170,6.4
,2015,2015,Massachusetts,25,55-64 years,55-64,Male,M,84,434675,19.3
,2015,2015,Massachusetts,25,65-74 years,65-74,Female,F,12,316089,Unreliable
,2015,2015,Massachusetts,25,65-74 years,65-74,Male,M,37,272511,13.6
,2015,2015,Massachusetts,25,75-84 years,75-84,Male,M,17,125317,Unreliable
,2015,2015,Massachusetts,25,85+ years,85+,Male,M,10,51688,Unreliable
,2015,2015,Michigan,26,5-14 years,14-May,Male,M,12,629795,Unreliable
,2015,2015,Michigan,26,15-24 years,15-24,Female,F,32,680486,4.7
,2015,2015,Michigan,26,15-24 years,15-24,Male,M,161,709606,22.7
,2015,2015,Michigan,26,25-34 years,25-34,Female,F,46,607315,7.6
,2015,2015,Michigan,26,25-34 years,25-34,Male,M,170,616093,27.6
,2015,2015,Michigan,26,35-44 years,35-44,Female,F,60,592856,10.1
,2015,2015,Michigan,26,35-44 years,35-44,Male,M,162,582605,27.8
,2015,2015,Michigan,26,45-54 years,45-54,Female,F,62,694838,8.9
,2015,2015,Michigan,26,45-54 years,45-54,Male,M,214,679590,31.5
,2015,2015,Michigan,26,55-64 years,55-64,Female,F,63,712124,8.8
,2015,2015,Michigan,26,55-64 years,55-64,Male,M,187,671762,27.8
,2015,2015,Michigan,26,65-74 years,65-74,Female,F,26,478492,5.4
,2015,2015,Michigan,26,65-74 years,65-74,Male,M,105,428648,24.5
,2015,2015,Michigan,26,75-84 years,75-84,Male,M,71,194298,36.5
,2015,2015,Michigan,26,85+ years,85+,Male,M,26,72687,35.8
,2015,2015,Minnesota,27,15-24 years,15-24,Female,F,17,354418,Unreliable
,2015,2015,Minnesota,27,15-24 years,15-24,Male,M,93,366442,25.4
,2015,2015,Minnesota,27,25-34 years,25-34,Female,F,30,368068,8.2
,2015,2015,Minnesota,27,25-34 years,25-34,Male,M,106,379075,28
,2015,2015,Minnesota,27,35-44 years,35-44,Female,F,34,331577,10.3
,2015,2015,Minnesota,27,35-44 years,35-44,Male,M,90,342121,26.3
,2015,2015,Minnesota,27,45-54 years,45-54,Female,F,32,371283,8.6
,2015,2015,Minnesota,27,45-54 years,45-54,Male,M,113,373171,30.3
,2015,2015,Minnesota,27,55-64 years,55-64,Female,F,33,367042,9
,2015,2015,Minnesota,27,55-64 years,55-64,Male,M,84,360929,23.3
,2015,2015,Minnesota,27,65-74 years,65-74,Female,F,10,234931,Unreliable
,2015,2015,Minnesota,27,65-74 years,65-74,Male,M,38,216974,17.5
,2015,2015,Minnesota,27,75-84 years,75-84,Male,M,25,103970,24
,2015,2015,Minnesota,27,85+ years,85+,Male,M,11,40649,Unreliable
,2015,2015,Mississippi,28,15-24 years,15-24,Male,M,55,217515,25.3
,2015,2015,Mississippi,28,25-34 years,25-34,Female,F,18,199467,Unreliable
,2015,2015,Mississippi,28,25-34 years,25-34,Male,M,44,193519,22.7
,2015,2015,Mississippi,28,35-44 years,35-44,Female,F,17,189483,Unreliable
,2015,2015,Mississippi,28,35-44 years,35-44,Male,M,44,178360,24.7
,2015,2015,Mississippi,28,45-54 years,45-54,Female,F,10,198787,Unreliable
,2015,2015,Mississippi,28,45-54 years,45-54,Male,M,68,185007,36.8
,2015,2015,Mississippi,28,55-64 years,55-64,Female,F,24,198267,12.1
,2015,2015,Mississippi,28,55-64 years,55-64,Male,M,58,179400,32.3
,2015,2015,Mississippi,28,65-74 years,65-74,Female,F,11,138127,Unreliable
,2015,2015,Mississippi,28,65-74 years,65-74,Male,M,31,119895,25.9
,2015,2015,Mississippi,28,75-84 years,75-84,Male,M,21,54526,38.5
,2015,2015,Mississippi,28,85+ years,85+,Male,M,13,16032,Unreliable
,2015,2015,Missouri,29,15-24 years,15-24,Female,F,31,404665,7.7
,2015,2015,Missouri,29,15-24 years,15-24,Male,M,99,422525,23.4
,2015,2015,Missouri,29,25-34 years,25-34,Female,F,30,403536,7.4
,2015,2015,Missouri,29,25-34 years,25-34,Male,M,133,403231,33
,2015,2015,Missouri,29,35-44 years,35-44,Female,F,49,368356,13.3
,2015,2015,Missouri,29,35-44 years,35-44,Male,M,143,364319,39.3
,2015,2015,Missouri,29,45-54 years,45-54,Female,F,53,408034,13
,2015,2015,Missouri,29,45-54 years,45-54,Male,M,155,397257,39
,2015,2015,Missouri,29,55-64 years,55-64,Female,F,47,416345,11.3
,2015,2015,Missouri,29,55-64 years,55-64,Male,M,132,388797,34
,2015,2015,Missouri,29,65-74 years,65-74,Female,F,13,289140,Unreliable
,2015,2015,Missouri,29,65-74 years,65-74,Male,M,68,253822,26.8
,2015,2015,Missouri,29,75-84 years,75-84,Male,M,61,123205,49.5
,2015,2015,Missouri,29,85+ years,85+,Male,M,21,42697,49.2
,2015,2015,Montana,30,15-24 years,15-24,Male,M,23,72823,31.6
,2015,2015,Montana,30,25-34 years,25-34,Female,F,13,63916,Unreliable
,2015,2015,Montana,30,25-34 years,25-34,Male,M,28,67116,41.7
,2015,2015,Montana,30,35-44 years,35-44,Female,F,11,57222,Unreliable
,2015,2015,Montana,30,35-44 years,35-44,Male,M,28,60105,46.6
,2015,2015,Montana,30,45-54 years,45-54,Female,F,15,64158,Unreliable
,2015,2015,Montana,30,45-54 years,45-54,Male,M,35,63712,54.9
,2015,2015,Montana,30,55-64 years,55-64,Female,F,11,77013,Unreliable
,2015,2015,Montana,30,55-64 years,55-64,Male,M,41,74466,55.1
,2015,2015,Montana,30,65-74 years,65-74,Male,M,26,52900,49.1
,2015,2015,Montana,30,75-84 years,75-84,Male,M,14,23728,Unreliable
,2015,2015,Nebraska,31,15-24 years,15-24,Female,F,11,131143,Unreliable
,2015,2015,Nebraska,31,15-24 years,15-24,Male,M,38,137705,27.6
,2015,2015,Nebraska,31,25-34 years,25-34,Male,M,27,129600,20.8
,2015,2015,Nebraska,31,35-44 years,35-44,Male,M,27,116349,23.2
,2015,2015,Nebraska,31,45-54 years,45-54,Male,M,37,117800,31.4
,2015,2015,Nebraska,31,55-64 years,55-64,Female,F,11,120831,Unreliable
,2015,2015,Nebraska,31,55-64 years,55-64,Male,M,31,117884,26.3
,2015,2015,Nevada,32,15-24 years,15-24,Female,F,17,178097,Unreliable
,2015,2015,Nevada,32,15-24 years,15-24,Male,M,38,186807,20.3
,2015,2015,Nevada,32,25-34 years,25-34,Female,F,19,205649,Unreliable
,2015,2015,Nevada,32,25-34 years,25-34,Male,M,64,212461,30.1
,2015,2015,Nevada,32,35-44 years,35-44,Female,F,22,190079,11.6
,2015,2015,Nevada,32,35-44 years,35-44,Male,M,61,195462,31.2
,2015,2015,Nevada,32,45-54 years,45-54,Female,F,31,190897,16.2
,2015,2015,Nevada,32,45-54 years,45-54,Male,M,79,198322,39.8
,2015,2015,Nevada,32,55-64 years,55-64,Female,F,35,180537,19.4
,2015,2015,Nevada,32,55-64 years,55-64,Male,M,72,173636,41.5
,2015,2015,Nevada,32,65-74 years,65-74,Male,M,56,128072,43.7
,2015,2015,Nevada,32,75-84 years,75-84,Female,F,10,62131,Unreliable
,2015,2015,Nevada,32,75-84 years,75-84,Male,M,24,56228,42.7
,2015,2015,Nevada,32,85+ years,85+,Male,M,12,15478,Unreliable
,2015,2015,New Hampshire,33,15-24 years,15-24,Male,M,17,91212,Unreliable
,2015,2015,New Hampshire,33,25-34 years,25-34,Male,M,22,80161,27.4
,2015,2015,New Hampshire,33,35-44 years,35-44,Female,F,14,78063,Unreliable
,2015,2015,New Hampshire,33,35-44 years,35-44,Male,M,30,76914,39
,2015,2015,New Hampshire,33,45-54 years,45-54,Female,F,18,103920,Unreliable
,2015,2015,New Hampshire,33,45-54 years,45-54,Male,M,41,101669,40.3
,2015,2015,New Hampshire,33,55-64 years,55-64,Female,F,11,102376,Unreliable
,2015,2015,New Hampshire,33,55-64 years,55-64,Male,M,29,99471,29.2
,2015,2015,New Hampshire,33,65-74 years,65-74,Male,M,11,62748,Unreliable
,2015,2015,New Hampshire,33,75-84 years,75-84,Male,M,14,26990,Unreliable
,2015,2015,New Jersey,34,15-24 years,15-24,Female,F,28,558798,5
,2015,2015,New Jersey,34,15-24 years,15-24,Male,M,60,588551,10.2
,2015,2015,New Jersey,34,25-34 years,25-34,Female,F,20,570930,3.5
,2015,2015,New Jersey,34,25-34 years,25-34,Male,M,84,584319,14.4
,2015,2015,New Jersey,34,35-44 years,35-44,Female,F,26,588859,4.4
,2015,2015,New Jersey,34,35-44 years,35-44,Male,M,101,575103,17.6
,2015,2015,New Jersey,34,45-54 years,45-54,Female,F,39,677836,5.8
,2015,2015,New Jersey,34,45-54 years,45-54,Male,M,128,645984,19.8
,2015,2015,New Jersey,34,55-64 years,55-64,Female,F,49,613453,8
,2015,2015,New Jersey,34,55-64 years,55-64,Male,M,111,566337,19.6
,2015,2015,New Jersey,34,65-74 years,65-74,Female,F,16,408758,Unreliable
,2015,2015,New Jersey,34,65-74 years,65-74,Male,M,57,344679,16.5
,2015,2015,New Jersey,34,75-84 years,75-84,Female,F,10,229690,Unreliable
,2015,2015,New Jersey,34,75-84 years,75-84,Male,M,28,163489,17.1
,2015,2015,New Jersey,34,85+ years,85+,Male,M,20,65439,30.6
,2015,2015,New Mexico,35,15-24 years,15-24,Female,F,21,138687,15.1
,2015,2015,New Mexico,35,15-24 years,15-24,Male,M,55,149501,36.8
,2015,2015,New Mexico,35,25-34 years,25-34,Female,F,14,135480,Unreliable
,2015,2015,New Mexico,35,25-34 years,25-34,Male,M,71,144640,49.1
,2015,2015,New Mexico,35,35-44 years,35-44,Female,F,20,121324,16.5
,2015,2015,New Mexico,35,35-44 years,35-44,Male,M,56,122208,45.8
,2015,2015,New Mexico,35,45-54 years,45-54,Female,F,30,131347,22.8
,2015,2015,New Mexico,35,45-54 years,45-54,Male,M,57,126466,45.1
,2015,2015,New Mexico,35,55-64 years,55-64,Female,F,22,142058,15.5
,2015,2015,New Mexico,35,55-64 years,55-64,Male,M,56,129423,43.3
,2015,2015,New Mexico,35,65-74 years,65-74,Female,F,15,102586,Unreliable
,2015,2015,New Mexico,35,65-74 years,65-74,Male,M,34,92576,36.7
,2015,2015,New Mexico,35,75-84 years,75-84,Male,M,34,43582,78
,2015,2015,New York,36,15-24 years,15-24,Female,F,40,1321388,3
,2015,2015,New York,36,15-24 years,15-24,Male,M,140,1349275,10.4
,2015,2015,New York,36,25-34 years,25-34,Female,F,56,1444156,3.9
,2015,2015,New York,36,25-34 years,25-34,Male,M,189,1435462,13.2
,2015,2015,New York,36,35-44 years,35-44,Female,F,67,1270601,5.3
,2015,2015,New York,36,35-44 years,35-44,Male,M,176,1225138,14.4
,2015,2015,New York,36,45-54 years,45-54,Female,F,114,1416362,8
,2015,2015,New York,36,45-54 years,45-54,Male,M,245,1342527,18.2
,2015,2015,New York,36,55-64 years,55-64,Female,F,86,1327418,6.5
,2015,2015,New York,36,55-64 years,55-64,Male,M,229,1216582,18.8
,2015,2015,New York,36,65-74 years,65-74,Female,F,41,904214,4.5
,2015,2015,New York,36,65-74 years,65-74,Male,M,131,755834,17.3
,2015,2015,New York,36,75-84 years,75-84,Female,F,21,508822,4.1
,2015,2015,New York,36,75-84 years,75-84,Male,M,68,361974,18.8
,2015,2015,New York,36,85+ years,85+,Male,M,29,144402,20.1
,2015,2015,North Carolina,37,15-24 years,15-24,Female,F,30,664735,4.5
,2015,2015,North Carolina,37,15-24 years,15-24,Male,M,125,715559,17.5
,2015,2015,North Carolina,37,25-34 years,25-34,Female,F,33,663688,5
,2015,2015,North Carolina,37,25-34 years,25-34,Male,M,153,644899,23.7
,2015,2015,North Carolina,37,35-44 years,35-44,Female,F,58,663459,8.7
,2015,2015,North Carolina,37,35-44 years,35-44,Male,M,162,632353,25.6
,2015,2015,North Carolina,37,45-54 years,45-54,Female,F,86,703841,12.2
,2015,2015,North Carolina,37,45-54 years,45-54,Male,M,221,668573,33.1
,2015,2015,North Carolina,37,55-64 years,55-64,Female,F,81,668957,12.1
,2015,2015,North Carolina,37,55-64 years,55-64,Male,M,182,601543,30.3
,2015,2015,North Carolina,37,65-74 years,65-74,Female,F,32,486735,6.6
,2015,2015,North Carolina,37,65-74 years,65-74,Male,M,109,418691,26
,2015,2015,North Carolina,37,75-84 years,75-84,Female,F,13,252071,Unreliable
,2015,2015,North Carolina,37,75-84 years,75-84,Male,M,69,184283,37.4
,2015,2015,North Carolina,37,85+ years,85+,Male,M,39,57255,68.1
,2015,2015,North Dakota,38,15-24 years,15-24,Male,M,11,64735,Unreliable
,2015,2015,North Dakota,38,25-34 years,25-34,Male,M,24,61755,38.9
,2015,2015,North Dakota,38,35-44 years,35-44,Male,M,24,44954,53.4
,2015,2015,North Dakota,38,45-54 years,45-54,Male,M,19,45361,Unreliable
,2015,2015,North Dakota,38,55-64 years,55-64,Male,M,11,48047,Unreliable
,2015,2015,Ohio,39,15-24 years,15-24,Female,F,31,762466,4.1
,2015,2015,Ohio,39,15-24 years,15-24,Male,M,179,789513,22.7
,2015,2015,Ohio,39,25-34 years,25-34,Female,F,48,741985,6.5
,2015,2015,Ohio,39,25-34 years,25-34,Male,M,211,744985,28.3
,2015,2015,Ohio,39,35-44 years,35-44,Female,F,70,703398,10
,2015,2015,Ohio,39,35-44 years,35-44,Male,M,199,693759,28.7
,2015,2015,Ohio,39,45-54 years,45-54,Female,F,83,798725,10.4
,2015,2015,Ohio,39,45-54 years,45-54,Male,M,253,778380,32.5
,2015,2015,Ohio,39,55-64 years,55-64,Female,F,51,822141,6.2
,2015,2015,Ohio,39,55-64 years,55-64,Male,M,220,773289,28.4
,2015,2015,Ohio,39,65-74 years,65-74,Female,F,28,557570,5
,2015,2015,Ohio,39,65-74 years,65-74,Male,M,118,487159,24.2
,2015,2015,Ohio,39,75-84 years,75-84,Female,F,15,314999,Unreliable
,2015,2015,Ohio,39,75-84 years,75-84,Male,M,88,230204,38.2
,2015,2015,Ohio,39,85+ years,85+,Male,M,35,84799,41.3
,2015,2015,Oklahoma,40,15-24 years,15-24,Female,F,18,264494,Unreliable
,2015,2015,Oklahoma,40,15-24 years,15-24,Male,M,74,283203,26.1
,2015,2015,Oklahoma,40,25-34 years,25-34,Female,F,30,267063,11.2
,2015,2015,Oklahoma,40,25-34 years,25-34,Male,M,115,273176,42.1
,2015,2015,Oklahoma,40,35-44 years,35-44,Female,F,29,236770,12.2
,2015,2015,Oklahoma,40,35-44 years,35-44,Male,M,116,239522,48.4
,2015,2015,Oklahoma,40,45-54 years,45-54,Female,F,35,243372,14.4
,2015,2015,Oklahoma,40,45-54 years,45-54,Male,M,109,240616,45.3
,2015,2015,Oklahoma,40,55-64 years,55-64,Female,F,34,249740,13.6
,2015,2015,Oklahoma,40,55-64 years,55-64,Male,M,89,233771,38.1
,2015,2015,Oklahoma,40,65-74 years,65-74,Female,F,10,176501,Unreliable
,2015,2015,Oklahoma,40,65-74 years,65-74,Male,M,61,155676,39.2
,2015,2015,Oklahoma,40,75-84 years,75-84,Male,M,31,76005,40.8
